estid,dayOfWeek,dayOfMonth,timeOfDay,url_category,domain_category
ZGkACWVrnekAAAAICFPAAw==,7,16,Evening,/autos_&_vehicles,business_&_industrial
ZGkACWVrnekAAAAICFPAAw==,7,16,Evening,/business_&_industrial,business_&_industrial
ZGkACWVrnekAAAAICFPAAw==,5,4,Evening,/beauty_&_fitness,beauty_&_fitness
ZGkACWVrnekAAAAICFPAAw==,6,5,Evening,/beauty_&_fitness,beauty_&_fitness
ZGkACmPG6ysAAAAIFHAzAw==,1,31,Afternoon,/news,news
ZGkACmPG6ysAAAAIFHAzAw==,6,29,Morning,/sports,news
ZGkACmPG6ysAAAAIFHAzAw==,5,4,Evening,/sports,news
ZGkACmPG6ysAAAAIFHAzAw==,2,25,Morning,/sports,news
ZGkACmPG6ysAAAAIFHAzAw==,4,20,Evening,/sports,sports
ZGkACmPG6ysAAAAIFHAzAw==,2,1,Evening,/sports,news
ZGkACmPG6ysAAAAIFHAzAw==,7,30,Evening,/sports,sports
ZGkACmRlDQ0AAAAII4pQAw==,4,3,Morning,/people_&_society,people_&_society
ZGkACmRlDQ0AAAAII4pQAw==,4,3,Morning,/people_&_society,people_&_society
ZGkACmRlDQ0AAAAII4pQAw==,7,23,Evening,/finance,jobs_&_education
ZGkACmRlDQ0AAAAII4pQAw==,7,23,Evening,/jobs_&_education,jobs_&_education
ZGkACmRlDQ0AAAAII4pQAw==,4,3,Morning,/people_&_society,people_&_society
ZGkACmT+bzwAAAAIeHQ9Aw==,7,11,Morning,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,7,11,Morning,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,1,24,Evening,/business_&_industrial,news
ZGkACmT+bzwAAAAIeHQ9Aw==,7,9,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,3,12,Morning,/pets_&_animals,news
ZGkACmT+bzwAAAAIeHQ9Aw==,5,14,Evening,/business_&_industrial,news
ZGkACmT+bzwAAAAIeHQ9Aw==,5,4,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,3,2,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,3,2,Afternoon,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,1,10,Morning,/pets_&_animals,news
ZGkACmT+bzwAAAAIeHQ9Aw==,7,6,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,2,18,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,5,14,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,5,28,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,1,24,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,1,10,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,3,12,Morning,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,4,3,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,2,27,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,1,17,Evening,/business_&_industrial,news
ZGkACmT+bzwAAAAIeHQ9Aw==,1,10,Evening,/pets_&_animals,news
ZGkACmT+bzwAAAAIeHQ9Aw==,7,9,Evening,/business_&_industrial,home_&_garden
ZGkACmT+bzwAAAAIeHQ9Aw==,3,12,Morning,/business_&_industrial,home_&_garden
ZGkACmT+bzwAAAAIeHQ9Aw==,3,12,Morning,/computers_&_electronics,home_&_garden
ZGkACmT+bzwAAAAIeHQ9Aw==,1,7,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,7,30,Morning,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,5,28,Morning,/business_&_industrial,news
ZGkACmT+bzwAAAAIeHQ9Aw==,4,3,Evening,/news,news
ZGkACmT+bzwAAAAIeHQ9Aw==,1,10,Evening,/business_&_industrial,news
ZGkACmT+bzwAAAAIeHQ9Aw==,1,10,Evening,/business_&_industrial,news
ZGkACmT+bzwAAAAIeHQ9Aw==,6,22,Evening,/business_&_industrial,news
ZGkACmT+bzwAAAAIeHQ9Aw==,6,22,Evening,/pets_&_animals,news
ZGkACmTjf7MAAAAIDHimAw==,3,2,Morning,/news,news
ZGkACmTjf7MAAAAIDHimAw==,3,2,Evening,/finance,finance
ZGkACmTjf7MAAAAIDHimAw==,7,30,Evening,/news,news
ZGkACmTjf7MAAAAIDHimAw==,2,27,Evening,/finance,finance
ZGkACmTjf7MAAAAIDHimAw==,2,27,Evening,/finance,finance
ZGkACmTjf7MAAAAIDHimAw==,4,3,Evening,/news,news
ZGkACmTjf7MAAAAIDHimAw==,7,6,Evening,/news,news
ZGkACmTjf7MAAAAIDHimAw==,7,6,Evening,/news,news
ZGkACmTjf7MAAAAIDHimAw==,5,4,Evening,/news,news
ZGkACmUM6+wAAAAJIeF7Aw==,4,13,Evening,/autos_&_vehicles,home_&_garden
ZGkACmUM6+wAAAAJIeF7Aw==,6,5,Morning,/food_&_drink,games
ZGkACmUM6+wAAAAJIeF7Aw==,1,7,Evening,/games,games
ZGkACmUM6+wAAAAJIeF7Aw==,6,5,Evening,/food_&_drink,games
ZGkACmUM6+wAAAAJIeF7Aw==,6,5,Morning,/food_&_drink,games
ZGkACmUM6+wAAAAJIeF7Aw==,7,6,Evening,/food_&_drink,games
ZGkACmUM6+wAAAAJIeF7Aw==,4,13,Evening,/autos_&_vehicles,home_&_garden
ZGkACmUM6+wAAAAJIeF7Aw==,4,13,Evening,/business_&_industrial,home_&_garden
ZGkACmUM6+wAAAAJIeF7Aw==,4,13,Evening,/computers_&_electronics,home_&_garden
ZGkACmUM6+wAAAAJIeF7Aw==,6,5,Evening,/food_&_drink,games
ZGkACmUM6+wAAAAJIeF7Aw==,6,5,Evening,/games,games
ZGkACmUM6+wAAAAJIeF7Aw==,4,13,Evening,/computers_&_electronics,home_&_garden
ZGkACmVzuR8AAAAIBAx8Aw==,6,15,Evening,/science,jobs_&_education
ZGkACmVzuR8AAAAIBAx8Aw==,1,10,Evening,/food_&_drink,jobs_&_education
ZGkACmVzuR8AAAAIBAx8Aw==,7,16,Evening,/science,jobs_&_education
ZGkACmVzuR8AAAAIBAx8Aw==,3,19,Evening,/computers_&_electronics,jobs_&_education
ZGkACmVzuR8AAAAIBAx8Aw==,2,1,Evening,/internet_&_telecom,business_&_industrial
ZGkACmVzuR8AAAAIBAx8Aw==,2,1,Evening,/online_communities,business_&_industrial
ZGkACmVzuR8AAAAIBAx8Aw==,3,26,Evening,/health,jobs_&_education
ZGkACmVzuR8AAAAIBAx8Aw==,1,31,Evening,/health,jobs_&_education
ZGkACmWRdYUAAAAIYuJtAw==,4,3,Afternoon,/beauty_&_fitness,internet_&_telecom
ZGkACmWRdYUAAAAIYuJtAw==,4,3,Afternoon,/health,internet_&_telecom
ZGkACmWRdYUAAAAIYuJtAw==,4,3,Afternoon,/beauty_&_fitness,internet_&_telecom
ZGkACmWRdYUAAAAIYuJtAw==,4,3,Morning,/science,arts_&_entertainment
ZGkACmWRdYUAAAAIYuJtAw==,4,3,Morning,/science,arts_&_entertainment
ZGkACmWRdYUAAAAIYuJtAw==,4,3,Morning,/science,arts_&_entertainment
ZGkADGSlsx0AAAAJAw2cAw==,4,13,Noon,/business_&_industrial,hobbies_&_leisure
ZGkADGSlsx0AAAAJAw2cAw==,4,13,Noon,/food_&_drink,hobbies_&_leisure
ZGkADGSlsx0AAAAJAw2cAw==,1,7,Morning,/games,computers_&_electronics
ZGkADGSlsx0AAAAJAw2cAw==,2,1,Evening,/games,computers_&_electronics
ZGkADGSlsx0AAAAJAw2cAw==,4,13,Evening,/games,computers_&_electronics
ZGkADGSlsx0AAAAJAw2cAw==,4,13,Evening,/sports,computers_&_electronics
ZGkADGSlsx0AAAAJAw2cAw==,6,5,Morning,/sports,computers_&_electronics
ZGkADGSlsx0AAAAJAw2cAw==,1,7,Morning,/games,computers_&_electronics
ZGkADGSlsx0AAAAJAw2cAw==,1,7,Morning,/internet_&_telecom,computers_&_electronics
ZGkADGSlsx0AAAAJAw2cAw==,1,7,Morning,/games,computers_&_electronics
ZGkADGSlsx0AAAAJAw2cAw==,1,7,Morning,/online_communities,computers_&_electronics
ZGkADGSlsx0AAAAJAw2cAw==,1,7,Morning,/internet_&_telecom,computers_&_electronics
ZGkADGSlsx0AAAAJAw2cAw==,6,5,Morning,/games,computers_&_electronics
ZGkADGSlsx0AAAAJAw2cAw==,6,5,Morning,/games,computers_&_electronics
ZGkADWQONSoAAAAIL2GfAw==,1,31,Evening,/business_&_industrial,travel
ZGkADWQONSoAAAAIL2GfAw==,3,2,Afternoon,/food_&_drink,travel
ZGkADWQONSoAAAAIL2GfAw==,1,17,Evening,/people_&_society,business_&_industrial
ZGkADWQONSoAAAAIL2GfAw==,7,23,Morning,/shopping,business_&_industrial
ZGkADWQONSoAAAAIL2GfAw==,3,26,Morning,/online_communities,business_&_industrial
ZGkADWQONSoAAAAIL2GfAw==,2,25,Morning,/food_&_drink,travel
ZGkADWWF91IAAAAIBbIXAw==,7,30,Evening,/internet_&_telecom,news
ZGkADWWF91IAAAAIBbIXAw==,7,6,Evening,/sports,news
ZGkADWWF91IAAAAIBbIXAw==,7,30,Evening,/sports,hobbies_&_leisure
ZGkADWWF91IAAAAIBbIXAw==,1,31,Morning,/sports,hobbies_&_leisure
ZGkADWWF91IAAAAIBbIXAw==,6,29,Evening,/sports,news
ZGkADmWJEQ4AAAAJB5/wAw==,5,4,Morning,/sports,sports
ZGkADmWJEQ4AAAAJB5/wAw==,1,31,Evening,/autos_&_vehicles,business_&_industrial
ZGkADmWJEQ4AAAAJB5/wAw==,1,31,Evening,/hobbies_&_leisure,business_&_industrial
ZGkADmWJEQ4AAAAJB5/wAw==,5,4,Morning,/sports,sports
ZGkADmWJEQ4AAAAJB5/wAw==,1,31,Evening,/autos_&_vehicles,business_&_industrial
ZGkADmWJEQ4AAAAJB5/wAw==,5,4,Evening,/sports,sports
ZGmAAmVjuAoAAAAIVstkAw==,7,23,Evening,/health,health
ZGmAAmVjuAoAAAAIVstkAw==,1,17,Morning,/computers_&_electronics,business_&_industrial
ZGmAAmVjuAoAAAAIVstkAw==,1,17,Morning,/computers_&_electronics,business_&_industrial
ZGmAAmVjuAoAAAAIVstkAw==,1,17,Morning,/business_&_industrial,business_&_industrial
ZGmAAmVjuAoAAAAIVstkAw==,1,17,Morning,/computers_&_electronics,business_&_industrial
ZGmAAmVjuAoAAAAIVstkAw==,5,14,Evening,/health,health
ZGmAAmVl+4AAAAAIC3lbAw==,5,4,Afternoon,/business_&_industrial,jobs_&_education
ZGmAAmVl+4AAAAAIC3lbAw==,4,3,Evening,/business_&_industrial,arts_&_entertainment
ZGmAAmVl+4AAAAAIC3lbAw==,5,4,Afternoon,/jobs_&_education,jobs_&_education
ZGmAAmVl+4AAAAAIC3lbAw==,5,4,Afternoon,/business_&_industrial,jobs_&_education
ZGmAAmVl+4AAAAAIC3lbAw==,5,4,Afternoon,/business_&_industrial,jobs_&_education
ZGmAAmVl+4AAAAAIC3lbAw==,4,3,Evening,/home_&_garden,arts_&_entertainment
ZGmAAmVl+4AAAAAIC3lbAw==,5,4,Afternoon,/business_&_industrial,jobs_&_education
ZGmABWTCfjIAAAAIBS0sAw==,6,29,Evening,/food_&_drink,books_&_literature
ZGmABWTCfjIAAAAIBS0sAw==,4,3,Evening,/people_&_society,travel
ZGmABWTCfjIAAAAIBS0sAw==,7,30,Evening,/hobbies_&_leisure,travel
ZGmABWTCfjIAAAAIBS0sAw==,6,29,Evening,/shopping,travel
ZGmABWTCfjIAAAAIBS0sAw==,6,29,Evening,/arts_&_entertainment,books_&_literature
ZGmABWTCfjIAAAAIBS0sAw==,4,3,Evening,/reference,travel
ZGmABWVg6koAAAAICgpNAw==,3,2,Evening,/home_&_garden,people_&_society
ZGmABWVg6koAAAAICgpNAw==,6,15,Afternoon,/business_&_industrial,business_&_industrial
ZGmABWVg6koAAAAICgpNAw==,5,21,Afternoon,/people_&_society,people_&_society
ZGmABWVg6koAAAAICgpNAw==,1,7,Evening,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,6,5,Evening,/home_&_garden,people_&_society
ZGmABWVg6koAAAAICgpNAw==,7,6,Afternoon,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,7,6,Afternoon,/people_&_society,people_&_society
ZGmABWVg6koAAAAICgpNAw==,3,19,Evening,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,6,15,Afternoon,/business_&_industrial,business_&_industrial
ZGmABWVg6koAAAAICgpNAw==,3,2,Evening,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,4,13,Evening,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,7,6,Evening,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,6,5,Evening,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,4,20,Evening,/people_&_society,people_&_society
ZGmABWVg6koAAAAICgpNAw==,6,5,Evening,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,7,6,Evening,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,3,2,Afternoon,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,2,18,Evening,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,6,15,Afternoon,/people_&_society,people_&_society
ZGmABWVg6koAAAAICgpNAw==,6,5,Evening,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,6,5,Evening,/home_&_garden,people_&_society
ZGmABWVg6koAAAAICgpNAw==,6,5,Afternoon,/business_&_industrial,people_&_society
ZGmABWVg6koAAAAICgpNAw==,5,4,Evening,/business_&_industrial,people_&_society
ZGmACGU77nwAAAAIHP6YAw==,7,16,Evening,/sports,sports
ZGmACGU77nwAAAAIHP6YAw==,5,14,Afternoon,/sports,sports
ZGmACGU77nwAAAAIHP6YAw==,7,16,Evening,/sports,sports
ZGmACGU77nwAAAAIHP6YAw==,3,26,Evening,/internet_&_telecom,news
ZGmACGU77nwAAAAIHP6YAw==,3,26,Evening,/sports,news
ZGmACGVSxwcAAAAIA1oVAw==,4,20,Evening,/shopping,people_&_society
ZGmACGVSxwcAAAAIA1oVAw==,4,20,Evening,/shopping,people_&_society
ZGmACGVSxwcAAAAIA1oVAw==,4,20,Morning,/shopping,people_&_society
ZGmACGVSxwcAAAAIA1oVAw==,2,25,Evening,/beauty_&_fitness,shopping
ZGmACGVSxwcAAAAIA1oVAw==,2,25,Evening,/people_&_society,shopping
ZGmACGVSxwcAAAAIA1oVAw==,3,12,Morning,/business_&_industrial,shopping
ZGmACGVSxwcAAAAIA1oVAw==,3,12,Morning,/travel,shopping
ZGmACGVSxwcAAAAIA1oVAw==,4,20,Evening,/shopping,people_&_society
ZGmACGVSxwcAAAAIA1oVAw==,3,12,Morning,/shopping,shopping
ZGmACGVSxwcAAAAIA1oVAw==,4,20,Evening,/business_&_industrial,people_&_society
ZGmACGVSxwcAAAAIA1oVAw==,2,1,Morning,/people_&_society,shopping
ZGmACGVSxwcAAAAIA1oVAw==,4,20,Evening,/shopping,people_&_society
ZGmACGVSxwcAAAAIA1oVAw==,4,20,Morning,/shopping,people_&_society
ZGmACGVSxwcAAAAIA1oVAw==,4,20,Morning,/shopping,people_&_society
ZGmACGVSxwcAAAAIA1oVAw==,3,12,Morning,/shopping,shopping
ZGmACGVSxwcAAAAIA1oVAw==,3,12,Morning,/travel,shopping
ZGmACGVSxwcAAAAIA1oVAw==,4,20,Evening,/business_&_industrial,people_&_society
ZGmACGVSxwcAAAAIA1oVAw==,4,20,Evening,/shopping,people_&_society
ZGmACGVSxwcAAAAIA1oVAw==,4,20,Morning,/shopping,people_&_society
ZGmACWVfSgUAAAAIBdtvAw==,5,28,Evening,/health,hobbies_&_leisure
ZGmACWVfSgUAAAAIBdtvAw==,5,28,Evening,/health,hobbies_&_leisure
ZGmACWVfSgUAAAAIBdtvAw==,3,26,Afternoon,/arts_&_entertainment,news
ZGmACWVfSgUAAAAIBdtvAw==,3,26,Afternoon,/news,news
ZGoAA2OwtyUAAAAIR7JZAw==,5,28,Evening,/news,law_&_government
ZGoAA2OwtyUAAAAIR7JZAw==,5,28,Evening,/people_&_society,law_&_government
ZGoAA2OwtyUAAAAIR7JZAw==,7,16,Morning,/food_&_drink,news
ZGoAA2OwtyUAAAAIR7JZAw==,7,16,Morning,/business_&_industrial,news
ZGoAA2OwtyUAAAAIR7JZAw==,7,16,Morning,/food_&_drink,news
ZGoAA2OwtyUAAAAIR7JZAw==,7,16,Morning,/business_&_industrial,news
ZGoAA2PDGzwAAAAILqzQAw==,6,29,Evening,/finance,people_&_society
ZGoAA2PDGzwAAAAILqzQAw==,1,7,Morning,/finance,people_&_society
ZGoAA2PDGzwAAAAILqzQAw==,7,30,Morning,/finance,people_&_society
ZGoAA2PDGzwAAAAILqzQAw==,1,17,Afternoon,/jobs_&_education,business_&_industrial
ZGoAA2PDGzwAAAAILqzQAw==,1,17,Afternoon,/online_communities,business_&_industrial
ZGoAA2PDGzwAAAAILqzQAw==,1,7,Morning,/finance,people_&_society
ZGoAA2PDGzwAAAAILqzQAw==,7,30,Morning,/finance,people_&_society
ZGoAA2PIx0sAAAAJBKsbAw==,5,4,Evening,/sports,news
